state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Lakshadweep,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Lakshadweep,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Lakshadweep,2024-25,Middle and Secondary,govt_schools_with_ict_lab,38.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Lakshadweep,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,38.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Lakshadweep,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Lakshadweep,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Madhya Pradesh,2024-25,Middle and Secondary,govt_schools_total,34152,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Madhya Pradesh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,2763,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Madhya Pradesh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,2610,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Madhya Pradesh,2024-25,Middle and Secondary,govt_aided_schools_total,371,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Madhya Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,5,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Madhya Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,5,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Madhya Pradesh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,8.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Madhya Pradesh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,7.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Madhya Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,1.3,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Madhya Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1.3,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Maharashtra,2024-25,Middle and Secondary,govt_schools_total,22538,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Maharashtra,2024-25,Middle and Secondary,govt_schools_with_ict_lab,1099,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Maharashtra,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,1037,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Maharashtra,2024-25,Middle and Secondary,govt_aided_schools_total,21230,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Maharashtra,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,7030,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Maharashtra,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,5606,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Maharashtra,2024-25,Middle and Secondary,govt_schools_with_ict_lab,4.9,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Maharashtra,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,4.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Maharashtra,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,33.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Maharashtra,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,26.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Manipur,2024-25,Middle and Secondary,govt_schools_total,984,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Manipur,2024-25,Middle and Secondary,govt_schools_with_ict_lab,483,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Manipur,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,320,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Manipur,2024-25,Middle and Secondary,govt_aided_schools_total,185,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Manipur,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,39,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Manipur,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,12,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Manipur,2024-25,Middle and Secondary,govt_schools_with_ict_lab,49.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Manipur,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,32.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Manipur,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,21.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Manipur,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,6.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Meghalaya,2024-25,Middle and Secondary,govt_schools_total,2352,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Meghalaya,2024-25,Middle and Secondary,govt_schools_with_ict_lab,148,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Meghalaya,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,113,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Meghalaya,2024-25,Middle and Secondary,govt_aided_schools_total,1675,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Meghalaya,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,174,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Meghalaya,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,143,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Meghalaya,2024-25,Middle and Secondary,govt_schools_with_ict_lab,6.3,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Meghalaya,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,4.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Meghalaya,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,10.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Meghalaya,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,8.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Mizoram,2024-25,Middle and Secondary,govt_schools_total,1342,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Mizoram,2024-25,Middle and Secondary,govt_schools_with_ict_lab,305,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Mizoram,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,270,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Mizoram,2024-25,Middle and Secondary,govt_aided_schools_total,232,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Mizoram,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,11,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Mizoram,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,4,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Mizoram,2024-25,Middle and Secondary,govt_schools_with_ict_lab,22.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Mizoram,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,20.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Mizoram,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,4.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Mizoram,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Nagaland,2024-25,Middle and Secondary,govt_schools_total,925,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Nagaland,2024-25,Middle and Secondary,govt_schools_with_ict_lab,136,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Nagaland,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,109,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Nagaland,2024-25,Middle and Secondary,govt_aided_schools_total,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Nagaland,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Nagaland,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Nagaland,2024-25,Middle and Secondary,govt_schools_with_ict_lab,14.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Nagaland,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,11.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Nagaland,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Nagaland,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Odisha,2024-25,Middle and Secondary,govt_schools_total,21734,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Odisha,2024-25,Middle and Secondary,govt_schools_with_ict_lab,5877,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Odisha,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,4628,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Odisha,2024-25,Middle and Secondary,govt_aided_schools_total,5569,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Odisha,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,1609,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Odisha,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1494,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
